week,start_date,end_date,zip,tests,cases,deaths
1,2020-03-15,2020-03-21,90620,31,10,0
1,2020-03-15,2020-03-21,90621,11,2,0
1,2020-03-15,2020-03-21,90623,4,1,0
1,2020-03-15,2020-03-21,90630,20,2,0
1,2020-03-15,2020-03-21,90631,42,5,0
1,2020-03-15,2020-03-21,90680,5,0,0
1,2020-03-15,2020-03-21,90720,14,0,0
1,2020-03-15,2020-03-21,90740,17,1,0
1,2020-03-15,2020-03-21,90742,1,0,0
1,2020-03-15,2020-03-21,92602,20,2,0
1,2020-03-15,2020-03-21,92603,25,3,0
1,2020-03-15,2020-03-21,92604,16,2,0
1,2020-03-15,2020-03-21,92606,19,1,0
1,2020-03-15,2020-03-21,92610,16,1,0
1,2020-03-15,2020-03-21,92612,25,7,0
1,2020-03-15,2020-03-21,92614,17,5,0
1,2020-03-15,2020-03-21,92617,6,2,0
1,2020-03-15,2020-03-21,92618,46,4,0
1,2020-03-15,2020-03-21,92620,40,3,0
1,2020-03-15,2020-03-21,92624,18,2,0
1,2020-03-15,2020-03-21,92625,13,4,0
1,2020-03-15,2020-03-21,92626,49,5,0
1,2020-03-15,2020-03-21,92627,50,4,0
1,2020-03-15,2020-03-21,92629,42,6,0
1,2020-03-15,2020-03-21,92630,55,3,0
1,2020-03-15,2020-03-21,92637,18,1,0
1,2020-03-15,2020-03-21,92646,60,1,0
1,2020-03-15,2020-03-21,92647,33,9,0
1,2020-03-15,2020-03-21,92648,42,2,0
1,2020-03-15,2020-03-21,92649,32,1,0
1,2020-03-15,2020-03-21,92651,76,15,0
1,2020-03-15,2020-03-21,92653,25,0,0
1,2020-03-15,2020-03-21,92655,5,0,0
1,2020-03-15,2020-03-21,92656,56,3,0
1,2020-03-15,2020-03-21,92657,23,8,0
1,2020-03-15,2020-03-21,92660,51,15,0
1,2020-03-15,2020-03-21,92661,9,1,0
1,2020-03-15,2020-03-21,92662,2,0,0
1,2020-03-15,2020-03-21,92663,30,6,0
1,2020-03-15,2020-03-21,92672,59,5,0
1,2020-03-15,2020-03-21,92673,49,7,0
1,2020-03-15,2020-03-21,92675,49,2,0
1,2020-03-15,2020-03-21,92677,97,6,0
1,2020-03-15,2020-03-21,92679,38,5,0
1,2020-03-15,2020-03-21,92683,40,1,0
1,2020-03-15,2020-03-21,92688,39,4,0
1,2020-03-15,2020-03-21,92691,56,4,0
1,2020-03-15,2020-03-21,92692,56,5,0
1,2020-03-15,2020-03-21,92694,43,4,0
1,2020-03-15,2020-03-21,92701,14,0,0
1,2020-03-15,2020-03-21,92703,26,0,0
1,2020-03-15,2020-03-21,92704,19,1,0
1,2020-03-15,2020-03-21,92705,31,6,0
1,2020-03-15,2020-03-21,92706,17,0,0
1,2020-03-15,2020-03-21,92707,18,1,0
1,2020-03-15,2020-03-21,92708,38,3,1
1,2020-03-15,2020-03-21,92780,29,0,0
1,2020-03-15,2020-03-21,92782,14,3,0
1,2020-03-15,2020-03-21,92801,13,1,0
1,2020-03-15,2020-03-21,92802,11,2,0
1,2020-03-15,2020-03-21,92804,43,8,0
1,2020-03-15,2020-03-21,92805,34,7,0
1,2020-03-15,2020-03-21,92806,10,3,0
1,2020-03-15,2020-03-21,92807,30,6,0
1,2020-03-15,2020-03-21,92808,16,1,0
1,2020-03-15,2020-03-21,92821,20,2,0
1,2020-03-15,2020-03-21,92823,4,0,0
1,2020-03-15,2020-03-21,92831,16,1,0
1,2020-03-15,2020-03-21,92832,10,1,0
1,2020-03-15,2020-03-21,92833,21,0,0
1,2020-03-15,2020-03-21,92835,20,3,0
1,2020-03-15,2020-03-21,92840,22,0,0
1,2020-03-15,2020-03-21,92841,14,0,0
1,2020-03-15,2020-03-21,92843,11,0,0
1,2020-03-15,2020-03-21,92844,9,1,0
1,2020-03-15,2020-03-21,92845,16,0,0
1,2020-03-15,2020-03-21,92861,9,3,0
1,2020-03-15,2020-03-21,92865,8,0,0
1,2020-03-15,2020-03-21,92866,9,0,0
1,2020-03-15,2020-03-21,92867,27,2,0
1,2020-03-15,2020-03-21,92868,18,2,0
1,2020-03-15,2020-03-21,92869,16,3,0
1,2020-03-15,2020-03-21,92870,28,5,0
1,2020-03-15,2020-03-21,92886,63,9,0
1,2020-03-15,2020-03-21,92887,29,2,0
2,2020-03-22,2020-03-28,90620,33,3,0
2,2020-03-22,2020-03-28,90621,28,5,0
2,2020-03-22,2020-03-28,90623,13,2,0
2,2020-03-22,2020-03-28,90630,48,19,3
2,2020-03-22,2020-03-28,90631,23,5,0
2,2020-03-22,2020-03-28,90680,14,0,0
2,2020-03-22,2020-03-28,90720,21,0,0
2,2020-03-22,2020-03-28,90740,18,1,0
2,2020-03-22,2020-03-28,90742,0,0,0
2,2020-03-22,2020-03-28,92602,15,1,0
2,2020-03-22,2020-03-28,92603,19,2,0
2,2020-03-22,2020-03-28,92604,14,3,0
2,2020-03-22,2020-03-28,92606,7,0,0
2,2020-03-22,2020-03-28,92610,15,5,0
2,2020-03-22,2020-03-28,92612,21,1,0
2,2020-03-22,2020-03-28,92614,23,9,0
2,2020-03-22,2020-03-28,92617,9,1,0
2,2020-03-22,2020-03-28,92618,45,3,0
2,2020-03-22,2020-03-28,92620,43,6,0
2,2020-03-22,2020-03-28,92624,13,2,0
2,2020-03-22,2020-03-28,92625,30,7,0
2,2020-03-22,2020-03-28,92626,30,3,0
2,2020-03-22,2020-03-28,92627,40,5,0
2,2020-03-22,2020-03-28,92629,23,3,0
2,2020-03-22,2020-03-28,92630,61,6,0
2,2020-03-22,2020-03-28,92637,37,4,0
2,2020-03-22,2020-03-28,92646,48,5,0
2,2020-03-22,2020-03-28,92647,49,8,2
2,2020-03-22,2020-03-28,92648,44,5,0
2,2020-03-22,2020-03-28,92649,45,6,0
2,2020-03-22,2020-03-28,92651,58,19,0
2,2020-03-22,2020-03-28,92653,50,2,0
2,2020-03-22,2020-03-28,92655,5,0,0
2,2020-03-22,2020-03-28,92656,63,9,0
2,2020-03-22,2020-03-28,92657,18,0,1
2,2020-03-22,2020-03-28,92660,62,12,0
2,2020-03-22,2020-03-28,92661,4,3,0
2,2020-03-22,2020-03-28,92662,4,2,0
2,2020-03-22,2020-03-28,92663,22,3,0
2,2020-03-22,2020-03-28,92672,32,7,0
2,2020-03-22,2020-03-28,92673,33,9,0
2,2020-03-22,2020-03-28,92675,55,12,0
2,2020-03-22,2020-03-28,92677,101,9,0
2,2020-03-22,2020-03-28,92679,19,2,0
2,2020-03-22,2020-03-28,92683,61,1,0
2,2020-03-22,2020-03-28,92688,38,2,0
2,2020-03-22,2020-03-28,92691,41,6,0
2,2020-03-22,2020-03-28,92692,48,7,0
2,2020-03-22,2020-03-28,92694,30,4,0
2,2020-03-22,2020-03-28,92701,30,8,0
2,2020-03-22,2020-03-28,92703,37,5,0
2,2020-03-22,2020-03-28,92704,65,12,0
2,2020-03-22,2020-03-28,92705,37,4,0
2,2020-03-22,2020-03-28,92706,19,5,0
2,2020-03-22,2020-03-28,92707,43,4,0
2,2020-03-22,2020-03-28,92708,38,7,0
2,2020-03-22,2020-03-28,92780,35,2,0
2,2020-03-22,2020-03-28,92782,34,1,0
2,2020-03-22,2020-03-28,92801,36,7,0
2,2020-03-22,2020-03-28,92802,26,5,0
2,2020-03-22,2020-03-28,92804,62,5,0
2,2020-03-22,2020-03-28,92805,40,18,0
2,2020-03-22,2020-03-28,92806,25,4,0
2,2020-03-22,2020-03-28,92807,22,5,0
2,2020-03-22,2020-03-28,92808,24,5,0
2,2020-03-22,2020-03-28,92821,36,3,0
2,2020-03-22,2020-03-28,92823,7,1,0
2,2020-03-22,2020-03-28,92831,14,0,0
2,2020-03-22,2020-03-28,92832,16,4,0
2,2020-03-22,2020-03-28,92833,23,4,0
2,2020-03-22,2020-03-28,92835,20,0,0
2,2020-03-22,2020-03-28,92840,34,3,0
2,2020-03-22,2020-03-28,92841,19,4,0
2,2020-03-22,2020-03-28,92843,23,4,0
2,2020-03-22,2020-03-28,92844,7,2,0
2,2020-03-22,2020-03-28,92845,19,2,0
2,2020-03-22,2020-03-28,92861,9,2,0
2,2020-03-22,2020-03-28,92865,17,3,0
2,2020-03-22,2020-03-28,92866,8,2,0
2,2020-03-22,2020-03-28,92867,34,0,0
2,2020-03-22,2020-03-28,92868,22,0,0
2,2020-03-22,2020-03-28,92869,28,7,0
2,2020-03-22,2020-03-28,92870,35,3,0
2,2020-03-22,2020-03-28,92886,57,7,0
2,2020-03-22,2020-03-28,92887,17,1,0
3,2020-03-29,2020-04-04,90620,69,18,0
3,2020-03-29,2020-04-04,90621,41,7,0
3,2020-03-29,2020-04-04,90623,20,5,0
3,2020-03-29,2020-04-04,90630,74,10,0
3,2020-03-29,2020-04-04,90631,67,13,0
3,2020-03-29,2020-04-04,90680,17,3,0
3,2020-03-29,2020-04-04,90720,29,0,0
3,2020-03-29,2020-04-04,90740,35,4,0
3,2020-03-29,2020-04-04,90742,0,0,0
3,2020-03-29,2020-04-04,92602,27,3,0
3,2020-03-29,2020-04-04,92603,16,0,0
3,2020-03-29,2020-04-04,92604,28,5,0
3,2020-03-29,2020-04-04,92606,17,0,1
3,2020-03-29,2020-04-04,92610,12,0,0
3,2020-03-29,2020-04-04,92612,36,3,0
3,2020-03-29,2020-04-04,92614,21,1,0
3,2020-03-29,2020-04-04,92617,8,2,0
3,2020-03-29,2020-04-04,92618,49,6,0
3,2020-03-29,2020-04-04,92620,55,7,0
3,2020-03-29,2020-04-04,92624,4,0,0
3,2020-03-29,2020-04-04,92625,26,4,0
3,2020-03-29,2020-04-04,92626,55,4,0
3,2020-03-29,2020-04-04,92627,61,3,0
3,2020-03-29,2020-04-04,92629,48,0,0
3,2020-03-29,2020-04-04,92630,76,9,0
3,2020-03-29,2020-04-04,92637,25,4,0
3,2020-03-29,2020-04-04,92646,89,10,0
3,2020-03-29,2020-04-04,92647,62,6,0
3,2020-03-29,2020-04-04,92648,56,4,0
3,2020-03-29,2020-04-04,92649,36,7,0
3,2020-03-29,2020-04-04,92651,64,9,0
3,2020-03-29,2020-04-04,92653,55,7,0
3,2020-03-29,2020-04-04,92655,10,2,0
3,2020-03-29,2020-04-04,92656,89,6,1
3,2020-03-29,2020-04-04,92657,27,1,0
3,2020-03-29,2020-04-04,92660,46,2,0
3,2020-03-29,2020-04-04,92661,6,2,0
3,2020-03-29,2020-04-04,92662,4,0,0
3,2020-03-29,2020-04-04,92663,28,1,0
3,2020-03-29,2020-04-04,92672,54,8,0
3,2020-03-29,2020-04-04,92673,50,4,0
3,2020-03-29,2020-04-04,92675,56,9,0
3,2020-03-29,2020-04-04,92677,104,11,0
3,2020-03-29,2020-04-04,92679,45,3,0
3,2020-03-29,2020-04-04,92683,74,10,1
3,2020-03-29,2020-04-04,92688,59,4,0
3,2020-03-29,2020-04-04,92691,58,5,0
3,2020-03-29,2020-04-04,92692,72,12,0
3,2020-03-29,2020-04-04,92694,39,3,0
3,2020-03-29,2020-04-04,92701,26,4,0
3,2020-03-29,2020-04-04,92703,69,9,0
3,2020-03-29,2020-04-04,92704,70,14,0
3,2020-03-29,2020-04-04,92705,52,8,0
3,2020-03-29,2020-04-04,92706,27,2,0
3,2020-03-29,2020-04-04,92707,49,8,0
3,2020-03-29,2020-04-04,92708,62,5,1
3,2020-03-29,2020-04-04,92780,38,5,0
3,2020-03-29,2020-04-04,92782,33,4,0
3,2020-03-29,2020-04-04,92801,70,10,1
3,2020-03-29,2020-04-04,92802,22,6,0
3,2020-03-29,2020-04-04,92804,110,10,0
3,2020-03-29,2020-04-04,92805,52,9,0
3,2020-03-29,2020-04-04,92806,43,4,1
3,2020-03-29,2020-04-04,92807,41,2,0
3,2020-03-29,2020-04-04,92808,34,6,1
3,2020-03-29,2020-04-04,92821,45,2,0
3,2020-03-29,2020-04-04,92823,5,0,0
3,2020-03-29,2020-04-04,92831,29,5,0
3,2020-03-29,2020-04-04,92832,26,3,1
3,2020-03-29,2020-04-04,92833,40,6,0
3,2020-03-29,2020-04-04,92835,40,4,0
3,2020-03-29,2020-04-04,92840,48,4,1
3,2020-03-29,2020-04-04,92841,25,4,0
3,2020-03-29,2020-04-04,92843,35,7,0
3,2020-03-29,2020-04-04,92844,24,4,0
3,2020-03-29,2020-04-04,92845,22,2,0
3,2020-03-29,2020-04-04,92861,8,1,0
3,2020-03-29,2020-04-04,92865,17,1,0
3,2020-03-29,2020-04-04,92866,20,5,0
3,2020-03-29,2020-04-04,92867,35,2,0
3,2020-03-29,2020-04-04,92868,26,6,0
3,2020-03-29,2020-04-04,92869,32,8,0
3,2020-03-29,2020-04-04,92870,61,13,0
3,2020-03-29,2020-04-04,92886,86,11,0
3,2020-03-29,2020-04-04,92887,39,6,0
4,2020-04-05,2020-04-11,90620,73,13,0
4,2020-04-05,2020-04-11,90621,37,1,1
4,2020-04-05,2020-04-11,90623,10,0,0
4,2020-04-05,2020-04-11,90630,74,10,0
4,2020-04-05,2020-04-11,90631,67,10,1
4,2020-04-05,2020-04-11,90680,25,3,1
4,2020-04-05,2020-04-11,90720,30,4,0
4,2020-04-05,2020-04-11,90740,31,2,0
4,2020-04-05,2020-04-11,90742,1,0,0
4,2020-04-05,2020-04-11,92602,32,4,0
4,2020-04-05,2020-04-11,92603,45,7,0
4,2020-04-05,2020-04-11,92604,34,3,0
4,2020-04-05,2020-04-11,92606,12,0,0
4,2020-04-05,2020-04-11,92610,8,1,0
4,2020-04-05,2020-04-11,92612,32,1,0
4,2020-04-05,2020-04-11,92614,28,1,0
4,2020-04-05,2020-04-11,92617,8,0,0
4,2020-04-05,2020-04-11,92618,51,3,0
4,2020-04-05,2020-04-11,92620,53,10,0
4,2020-04-05,2020-04-11,92624,6,1,0
4,2020-04-05,2020-04-11,92625,18,2,0
4,2020-04-05,2020-04-11,92626,48,2,0
4,2020-04-05,2020-04-11,92627,50,4,0
4,2020-04-05,2020-04-11,92629,30,3,0
4,2020-04-05,2020-04-11,92630,50,6,0
4,2020-04-05,2020-04-11,92637,28,4,0
4,2020-04-05,2020-04-11,92646,63,5,0
4,2020-04-05,2020-04-11,92647,65,3,0
4,2020-04-05,2020-04-11,92648,68,7,0
4,2020-04-05,2020-04-11,92649,66,16,0
4,2020-04-05,2020-04-11,92651,55,3,0
4,2020-04-05,2020-04-11,92653,47,8,0
4,2020-04-05,2020-04-11,92655,8,2,0
4,2020-04-05,2020-04-11,92656,64,5,0
4,2020-04-05,2020-04-11,92657,26,4,0
4,2020-04-05,2020-04-11,92660,42,7,0
4,2020-04-05,2020-04-11,92661,3,1,0
4,2020-04-05,2020-04-11,92662,3,0,0
4,2020-04-05,2020-04-11,92663,46,10,0
4,2020-04-05,2020-04-11,92672,52,3,0
4,2020-04-05,2020-04-11,92673,45,5,0
4,2020-04-05,2020-04-11,92675,53,5,0
4,2020-04-05,2020-04-11,92677,86,6,0
4,2020-04-05,2020-04-11,92679,41,3,0
4,2020-04-05,2020-04-11,92683,108,15,0
4,2020-04-05,2020-04-11,92688,56,5,0
4,2020-04-05,2020-04-11,92691,60,3,0
4,2020-04-05,2020-04-11,92692,54,7,0
4,2020-04-05,2020-04-11,92694,45,5,0
4,2020-04-05,2020-04-11,92701,35,7,1
4,2020-04-05,2020-04-11,92703,79,27,1
4,2020-04-05,2020-04-11,92704,95,11,0
4,2020-04-05,2020-04-11,92705,53,2,0
4,2020-04-05,2020-04-11,92706,37,5,0
4,2020-04-05,2020-04-11,92707,56,12,0
4,2020-04-05,2020-04-11,92708,72,6,0
4,2020-04-05,2020-04-11,92780,52,10,0
4,2020-04-05,2020-04-11,92782,42,2,1
4,2020-04-05,2020-04-11,92801,65,14,1
4,2020-04-05,2020-04-11,92802,39,0,0
4,2020-04-05,2020-04-11,92804,97,17,0
4,2020-04-05,2020-04-11,92805,58,13,0
4,2020-04-05,2020-04-11,92806,43,6,0
4,2020-04-05,2020-04-11,92807,69,9,0
4,2020-04-05,2020-04-11,92808,31,1,0
4,2020-04-05,2020-04-11,92821,54,5,0
4,2020-04-05,2020-04-11,92823,8,1,0
4,2020-04-05,2020-04-11,92831,40,3,0
4,2020-04-05,2020-04-11,92832,31,3,0
4,2020-04-05,2020-04-11,92833,49,5,0
4,2020-04-05,2020-04-11,92835,34,0,0
4,2020-04-05,2020-04-11,92840,55,6,0
4,2020-04-05,2020-04-11,92841,39,3,0
4,2020-04-05,2020-04-11,92843,56,3,0
4,2020-04-05,2020-04-11,92844,20,1,0
4,2020-04-05,2020-04-11,92845,23,2,0
4,2020-04-05,2020-04-11,92861,5,0,0
4,2020-04-05,2020-04-11,92865,23,3,0
4,2020-04-05,2020-04-11,92866,9,2,0
4,2020-04-05,2020-04-11,92867,39,0,0
4,2020-04-05,2020-04-11,92868,39,4,0
4,2020-04-05,2020-04-11,92869,42,7,0
4,2020-04-05,2020-04-11,92870,54,13,0
4,2020-04-05,2020-04-11,92886,66,2,0
4,2020-04-05,2020-04-11,92887,27,5,0
5,2020-04-12,2020-04-18,90620,72,8,1
5,2020-04-12,2020-04-18,90621,42,6,0
5,2020-04-12,2020-04-18,90623,21,2,0
5,2020-04-12,2020-04-18,90630,76,6,0
5,2020-04-12,2020-04-18,90631,76,8,1
5,2020-04-12,2020-04-18,90680,47,12,0
5,2020-04-12,2020-04-18,90720,30,2,0
5,2020-04-12,2020-04-18,90740,35,3,0
5,2020-04-12,2020-04-18,90742,0,0,0
5,2020-04-12,2020-04-18,92602,23,0,0
5,2020-04-12,2020-04-18,92603,28,1,0
5,2020-04-12,2020-04-18,92604,37,6,0
5,2020-04-12,2020-04-18,92606,21,1,0
5,2020-04-12,2020-04-18,92610,12,0,0
5,2020-04-12,2020-04-18,92612,33,2,0
5,2020-04-12,2020-04-18,92614,26,2,0
5,2020-04-12,2020-04-18,92617,11,1,0
5,2020-04-12,2020-04-18,92618,73,0,0
5,2020-04-12,2020-04-18,92620,67,5,0
5,2020-04-12,2020-04-18,92624,11,0,0
5,2020-04-12,2020-04-18,92625,26,0,0
5,2020-04-12,2020-04-18,92626,50,4,0
5,2020-04-12,2020-04-18,92627,81,1,0
5,2020-04-12,2020-04-18,92629,52,7,0
5,2020-04-12,2020-04-18,92630,70,3,0
5,2020-04-12,2020-04-18,92637,44,1,0
5,2020-04-12,2020-04-18,92646,99,4,0
5,2020-04-12,2020-04-18,92647,232,61,1
5,2020-04-12,2020-04-18,92648,72,6,0
5,2020-04-12,2020-04-18,92649,66,2,0
5,2020-04-12,2020-04-18,92651,61,3,0
5,2020-04-12,2020-04-18,92653,68,3,0
5,2020-04-12,2020-04-18,92655,17,1,0
5,2020-04-12,2020-04-18,92656,59,5,0
5,2020-04-12,2020-04-18,92657,31,0,0
5,2020-04-12,2020-04-18,92660,82,2,0
5,2020-04-12,2020-04-18,92661,3,0,0
5,2020-04-12,2020-04-18,92662,2,1,0
5,2020-04-12,2020-04-18,92663,41,0,0
5,2020-04-12,2020-04-18,92672,63,3,0
5,2020-04-12,2020-04-18,92673,35,1,1
5,2020-04-12,2020-04-18,92675,64,2,0
5,2020-04-12,2020-04-18,92677,89,3,0
5,2020-04-12,2020-04-18,92679,33,2,0
5,2020-04-12,2020-04-18,92683,133,11,0
5,2020-04-12,2020-04-18,92688,35,2,0
5,2020-04-12,2020-04-18,92691,64,6,0
5,2020-04-12,2020-04-18,92692,48,5,0
5,2020-04-12,2020-04-18,92694,44,5,0
5,2020-04-12,2020-04-18,92701,65,6,0
5,2020-04-12,2020-04-18,92703,101,18,0
5,2020-04-12,2020-04-18,92704,141,25,1
5,2020-04-12,2020-04-18,92705,71,5,0
5,2020-04-12,2020-04-18,92706,37,6,0
5,2020-04-12,2020-04-18,92707,90,12,0
5,2020-04-12,2020-04-18,92708,89,8,1
5,2020-04-12,2020-04-18,92780,92,6,1
5,2020-04-12,2020-04-18,92782,21,0,0
5,2020-04-12,2020-04-18,92801,87,17,0
5,2020-04-12,2020-04-18,92802,65,8,0
5,2020-04-12,2020-04-18,92804,159,46,2
5,2020-04-12,2020-04-18,92805,124,20,0
5,2020-04-12,2020-04-18,92806,58,9,0
5,2020-04-12,2020-04-18,92807,52,3,0
5,2020-04-12,2020-04-18,92808,19,1,0
5,2020-04-12,2020-04-18,92821,50,3,1
5,2020-04-12,2020-04-18,92823,8,3,0
5,2020-04-12,2020-04-18,92831,56,13,2
5,2020-04-12,2020-04-18,92832,44,5,0
5,2020-04-12,2020-04-18,92833,48,3,0
5,2020-04-12,2020-04-18,92835,33,1,0
5,2020-04-12,2020-04-18,92840,72,2,0
5,2020-04-12,2020-04-18,92841,51,5,0
5,2020-04-12,2020-04-18,92843,59,7,0
5,2020-04-12,2020-04-18,92844,31,10,0
5,2020-04-12,2020-04-18,92845,25,2,0
5,2020-04-12,2020-04-18,92861,11,0,0
5,2020-04-12,2020-04-18,92865,33,1,0
5,2020-04-12,2020-04-18,92866,18,3,0
5,2020-04-12,2020-04-18,92867,45,1,0
5,2020-04-12,2020-04-18,92868,108,3,0
5,2020-04-12,2020-04-18,92869,67,9,0
5,2020-04-12,2020-04-18,92870,85,13,0
5,2020-04-12,2020-04-18,92886,64,4,1
5,2020-04-12,2020-04-18,92887,26,3,0
6,2020-04-19,2020-04-25,90620,98,5,0
6,2020-04-19,2020-04-25,90621,63,6,0
6,2020-04-19,2020-04-25,90623,32,2,0
6,2020-04-19,2020-04-25,90630,99,3,0
6,2020-04-19,2020-04-25,90631,93,13,1
6,2020-04-19,2020-04-25,90680,59,10,0
6,2020-04-19,2020-04-25,90720,146,17,0
6,2020-04-19,2020-04-25,90740,56,0,0
6,2020-04-19,2020-04-25,90742,2,0,0
6,2020-04-19,2020-04-25,92602,34,0,0
6,2020-04-19,2020-04-25,92603,22,0,0
6,2020-04-19,2020-04-25,92604,35,2,0
6,2020-04-19,2020-04-25,92606,30,2,0
6,2020-04-19,2020-04-25,92610,16,0,0
6,2020-04-19,2020-04-25,92612,43,0,0
6,2020-04-19,2020-04-25,92614,35,0,0
6,2020-04-19,2020-04-25,92617,10,2,0
6,2020-04-19,2020-04-25,92618,65,2,0
6,2020-04-19,2020-04-25,92620,84,1,2
6,2020-04-19,2020-04-25,92624,14,1,0
6,2020-04-19,2020-04-25,92625,26,0,0
6,2020-04-19,2020-04-25,92626,75,3,0
6,2020-04-19,2020-04-25,92627,100,5,1
6,2020-04-19,2020-04-25,92629,41,1,0
6,2020-04-19,2020-04-25,92630,134,2,0
6,2020-04-19,2020-04-25,92637,67,3,0
6,2020-04-19,2020-04-25,92646,108,6,0
6,2020-04-19,2020-04-25,92647,222,34,2
6,2020-04-19,2020-04-25,92648,210,37,0
6,2020-04-19,2020-04-25,92649,66,5,0
6,2020-04-19,2020-04-25,92651,51,1,0
6,2020-04-19,2020-04-25,92653,80,4,0
6,2020-04-19,2020-04-25,92655,21,2,0
6,2020-04-19,2020-04-25,92656,88,4,0
6,2020-04-19,2020-04-25,92657,32,1,0
6,2020-04-19,2020-04-25,92660,90,8,0
6,2020-04-19,2020-04-25,92661,9,0,0
6,2020-04-19,2020-04-25,92662,18,0,0
6,2020-04-19,2020-04-25,92663,27,2,0
6,2020-04-19,2020-04-25,92672,72,3,0
6,2020-04-19,2020-04-25,92673,76,1,0
6,2020-04-19,2020-04-25,92675,49,1,0
6,2020-04-19,2020-04-25,92677,116,1,0
6,2020-04-19,2020-04-25,92679,47,2,0
6,2020-04-19,2020-04-25,92683,178,12,1
6,2020-04-19,2020-04-25,92688,81,1,0
6,2020-04-19,2020-04-25,92691,74,1,0
6,2020-04-19,2020-04-25,92692,103,4,0
6,2020-04-19,2020-04-25,92694,59,2,0
6,2020-04-19,2020-04-25,92701,91,10,0
6,2020-04-19,2020-04-25,92703,355,94,0
6,2020-04-19,2020-04-25,92704,188,32,1
6,2020-04-19,2020-04-25,92705,61,2,0
6,2020-04-19,2020-04-25,92706,73,9,0
6,2020-04-19,2020-04-25,92707,134,22,1
6,2020-04-19,2020-04-25,92708,103,6,0
6,2020-04-19,2020-04-25,92780,94,4,0
6,2020-04-19,2020-04-25,92782,42,0,0
6,2020-04-19,2020-04-25,92801,143,23,0
6,2020-04-19,2020-04-25,92802,94,11,0
6,2020-04-19,2020-04-25,92804,362,24,2
6,2020-04-19,2020-04-25,92805,141,28,0
6,2020-04-19,2020-04-25,92806,76,18,0
6,2020-04-19,2020-04-25,92807,78,5,0
6,2020-04-19,2020-04-25,92808,36,1,0
6,2020-04-19,2020-04-25,92821,67,0,0
6,2020-04-19,2020-04-25,92823,14,4,0
6,2020-04-19,2020-04-25,92831,64,9,0
6,2020-04-19,2020-04-25,92832,38,1,0
6,2020-04-19,2020-04-25,92833,76,9,0
6,2020-04-19,2020-04-25,92835,38,0,0
6,2020-04-19,2020-04-25,92840,105,5,0
6,2020-04-19,2020-04-25,92841,115,6,1
6,2020-04-19,2020-04-25,92843,102,11,0
6,2020-04-19,2020-04-25,92844,51,6,0
6,2020-04-19,2020-04-25,92845,37,2,0
6,2020-04-19,2020-04-25,92861,9,0,0
6,2020-04-19,2020-04-25,92865,44,2,0
6,2020-04-19,2020-04-25,92866,19,0,0
6,2020-04-19,2020-04-25,92867,75,9,0
6,2020-04-19,2020-04-25,92868,146,16,0
6,2020-04-19,2020-04-25,92869,79,9,0
6,2020-04-19,2020-04-25,92870,103,19,0
6,2020-04-19,2020-04-25,92886,90,5,0
6,2020-04-19,2020-04-25,92887,38,2,0
7,2020-04-26,2020-05-02,90620,190,15,1
7,2020-04-26,2020-05-02,90621,78,11,0
7,2020-04-26,2020-05-02,90623,38,1,0
7,2020-04-26,2020-05-02,90630,96,7,0
7,2020-04-26,2020-05-02,90631,173,20,0
7,2020-04-26,2020-05-02,90680,79,6,1
7,2020-04-26,2020-05-02,90720,146,12,0
7,2020-04-26,2020-05-02,90740,66,2,0
7,2020-04-26,2020-05-02,90742,4,0,0
7,2020-04-26,2020-05-02,92602,56,0,0
7,2020-04-26,2020-05-02,92603,45,0,0
7,2020-04-26,2020-05-02,92604,71,5,0
7,2020-04-26,2020-05-02,92606,60,1,0
7,2020-04-26,2020-05-02,92610,35,2,0
7,2020-04-26,2020-05-02,92612,61,0,0
7,2020-04-26,2020-05-02,92614,57,2,0
7,2020-04-26,2020-05-02,92617,18,0,0
7,2020-04-26,2020-05-02,92618,97,2,0
7,2020-04-26,2020-05-02,92620,109,4,0
7,2020-04-26,2020-05-02,92624,19,0,0
7,2020-04-26,2020-05-02,92625,48,0,0
7,2020-04-26,2020-05-02,92626,138,18,0
7,2020-04-26,2020-05-02,92627,194,4,0
7,2020-04-26,2020-05-02,92629,74,2,0
7,2020-04-26,2020-05-02,92630,176,7,0
7,2020-04-26,2020-05-02,92637,96,1,0
7,2020-04-26,2020-05-02,92646,148,2,0
7,2020-04-26,2020-05-02,92647,213,24,7
7,2020-04-26,2020-05-02,92648,152,9,2
7,2020-04-26,2020-05-02,92649,106,9,1
7,2020-04-26,2020-05-02,92651,108,2,0
7,2020-04-26,2020-05-02,92653,138,4,1
7,2020-04-26,2020-05-02,92655,21,0,0
7,2020-04-26,2020-05-02,92656,420,2,0
7,2020-04-26,2020-05-02,92657,37,0,0
7,2020-04-26,2020-05-02,92660,118,5,0
7,2020-04-26,2020-05-02,92661,11,0,0
7,2020-04-26,2020-05-02,92662,8,0,0
7,2020-04-26,2020-05-02,92663,77,2,0
7,2020-04-26,2020-05-02,92672,109,10,0
7,2020-04-26,2020-05-02,92673,72,0,0
7,2020-04-26,2020-05-02,92675,131,16,0
7,2020-04-26,2020-05-02,92677,179,1,0
7,2020-04-26,2020-05-02,92679,58,0,0
7,2020-04-26,2020-05-02,92683,189,9,0
7,2020-04-26,2020-05-02,92688,117,4,0
7,2020-04-26,2020-05-02,92691,114,4,1
7,2020-04-26,2020-05-02,92692,119,5,0
7,2020-04-26,2020-05-02,92694,66,1,0
